City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,edd,13.9297,41.6925,305.34,53,0,6.04,ER,1667464242
366,nemuro,43.3236,145.575,282.91,69,100,5.01,JP,1667464283
367,chontalpa,17.7,-93.5167,295.39,99,100,1.97,MX,1667464301
368,inta,66.0317,60.1659,267.19,83,5,3.58,RU,1667464302
369,solton,52.8429,86.4787,278.45,68,100,1.87,RU,1667464303
370,karsiyang,26.8825,88.2773,291.4,53,14,2.17,IN,1667464303
371,spring hill,28.4769,-82.5255,296.38,94,0,1.54,US,1667464304
372,clyde river,70.4692,-68.5914,270.28,93,100,6.17,CA,1667463919
373,sibolga,1.7427,98.7792,300.55,79,100,1.55,ID,1667464305
374,bambanglipuro,-7.95,110.2833,300.82,81,100,5.5,ID,1667464305
375,bathsheba,13.2167,-59.5167,300.49,83,40,6.17,BB,1667464306
376,belyy yar,53.6039,91.3903,275.29,68,75,0.0,RU,1667464307
377,fukue,32.6881,128.8419,291.35,68,20,4.12,JP,1667464307
378,richards bay,-28.783,32.0377,299.85,54,98,5.67,ZA,1667464224
379,dubrovka,53.6907,33.5071,279.24,91,100,1.05,RU,1667464308
380,koplik,42.2136,19.4364,290.58,48,46,0.53,AL,1667464309
381,sunland park,31.7965,-106.58,291.89,41,0,5.14,US,1667464309
382,leningradskiy,69.3833,178.4167,253.31,93,86,3.74,RU,1667464310
383,santa marta,11.2408,-74.199,299.2,81,97,0.89,CO,1667464310
384,lagos,6.5833,3.75,301.33,63,64,1.89,NG,1667464311
385,hibbing,47.4272,-92.9377,287.93,62,0,2.06,US,1667464312
386,grand gaube,-20.0064,57.6608,300.37,62,3,4.47,MU,1667464023
387,newala,-10.9431,39.2787,304.76,31,4,3.2,TZ,1667464313
388,boden,65.8252,21.6886,278.15,98,100,2.53,SE,1667464313
389,taksimo,56.3444,114.8794,264.68,77,98,0.65,RU,1667463943
390,okhotsk,59.3833,143.3,270.73,94,100,3.89,RU,1667463976
391,coihaique,-45.5752,-72.0662,279.12,93,0,1.03,CL,1667464314
392,magdalena,14.1999,121.429,302.79,84,61,1.95,PH,1667464315
393,natal,-5.795,-35.2094,296.51,88,20,2.06,BR,1667463975
394,port hedland,-20.3167,118.5667,305.18,29,0,6.69,AU,1667464316
395,sao felix do xingu,-6.6447,-51.995,293.71,93,91,0.71,BR,1667464316
396,sabha,27.0377,14.4283,295.0,36,45,4.92,LY,1667464317
397,bilma,18.6853,12.9164,297.8,20,39,6.11,NE,1667464317
398,jiayuguan,39.8167,98.3,283.72,23,0,4.04,CN,1667464318
399,barrhead,55.7992,-4.3929,281.94,88,20,1.03,GB,1667464319
400,halifax,44.6453,-63.5724,277.84,63,2,2.68,CA,1667464319
401,bud,39.447,-86.1758,284.34,97,0,2.5,US,1667464320
402,narsaq,60.9167,-46.05,269.27,66,100,4.05,GL,1667464320
403,waitati,-45.75,170.5667,285.01,59,26,3.48,NZ,1667464321
404,pacifica,37.6138,-122.4869,284.23,73,20,6.69,US,1667464321
405,dingle,10.9995,122.6711,300.15,86,59,2.95,PH,1667464322
406,kaz,52.9113,87.3105,278.5,65,100,0.79,RU,1667464323
407,adjumani,3.3779,31.7909,303.06,50,83,1.01,UG,1667464323
408,bay city,43.5945,-83.8889,283.14,87,0,3.09,US,1667464324
409,umm kaddadah,13.6017,26.6876,299.75,15,24,7.24,SD,1667464325
410,salalah,17.0151,54.0924,301.2,65,75,4.63,OM,1667463926
411,abalak,58.1286,68.5944,275.56,70,42,3.99,RU,1667464325
412,shingu,33.7333,135.9833,290.42,78,0,2.54,JP,1667464201
413,ginir,7.1333,40.7,293.58,54,37,3.18,ET,1667464326
414,walvis bay,-22.9575,14.5053,289.68,72,29,3.09,NA,1667464327
415,shelburne,44.0787,-80.2041,280.02,94,1,3.37,CA,1667464328
416,te anau,-45.4167,167.7167,280.94,93,100,2.34,NZ,1667464328
417,bonthe,7.5264,-12.505,298.4,83,100,1.31,SL,1667464329
418,progreso,21.2833,-89.6667,297.1,87,100,3.6,MX,1667464329
419,waipawa,-41.4122,175.5153,286.57,76,0,6.84,NZ,1667464330
420,opuwo,-18.0607,13.84,302.61,15,7,2.12,NA,1667464210
421,martapura,-3.4167,114.85,300.2,89,40,3.6,ID,1667464331
422,buin,-33.7333,-70.75,292.1,56,92,0.39,CL,1667464331
423,nogent-le-rotrou,48.3333,1.0,283.51,73,100,6.71,FR,1667464332
424,hastings,50.8552,0.5729,286.55,87,100,12.76,GB,1667464332
425,neuquen,-38.9516,-68.0591,292.09,19,0,3.6,AR,1667464333
426,oksovskiy,62.6062,39.8984,271.89,81,11,1.56,RU,1667464333
427,kokopo,-4.352,152.2633,299.75,82,93,2.73,PG,1667464334
428,acandi,8.5063,-77.2778,297.26,94,100,1.71,CO,1667464335
429,kloulklubed,7.0419,134.2556,299.43,67,50,2.01,PW,1667464335
430,kamenka,51.3223,42.7678,274.35,75,85,4.95,RU,1667464336
431,uribia,11.7139,-72.266,298.73,87,99,5.12,CO,1667464337
432,tynda,55.1667,124.7167,254.78,99,7,1.76,RU,1667464338
433,kalabo,-14.97,22.6814,302.97,40,95,3.06,ZM,1667464338
434,tofield,53.3668,-112.6686,266.14,97,98,2.57,CA,1667464339
435,intipuca,13.1969,-88.0544,296.17,97,100,1.35,SV,1667464339
436,xining,36.6167,101.7667,282.62,38,2,2.11,CN,1667464340
437,kemijarvi,66.7131,27.4306,274.95,90,100,3.5,FI,1667464340
438,zunheboto,25.9667,94.5167,295.93,43,97,1.69,IN,1667464143
439,faya,18.3851,42.4509,296.44,54,15,1.68,SA,1667463931
440,miles city,46.4083,-105.8406,273.69,74,100,3.6,US,1667464341
441,asau,46.4333,26.4,283.86,65,81,1.09,RO,1667464342
442,grants pass,42.439,-123.3284,278.07,93,75,0.0,US,1667464342
443,cozumel,20.5083,-86.9458,297.56,94,75,3.09,MX,1667464343
444,mumbwa,-14.9783,27.0619,301.24,39,91,2.37,ZM,1667464343
445,atikokan,48.7555,-91.6216,287.8,59,91,4.62,CA,1667464344
446,puerto leguizamo,-0.1934,-74.7819,289.01,92,100,1.11,CO,1667464345
447,smidovich,48.6,133.8167,270.52,52,96,5.75,RU,1667464345
448,tessalit,20.1986,1.0114,300.32,15,0,6.83,ML,1667464346
449,coffs harbour,-30.3,153.1333,290.45,55,84,3.09,AU,1667464312
450,agadez,19.75,10.25,296.15,23,56,6.0,NE,1667464347
451,kutum,14.2,24.6667,297.02,14,27,4.06,SD,1667464347
452,vao,-22.6667,167.4833,297.46,83,0,5.0,NC,1667464348
453,vrangel,42.7297,133.0839,276.58,39,0,4.72,RU,1667464348
454,nanakuli,21.3906,-158.1547,299.51,69,0,1.54,US,1667464349
455,kalmunai,7.4167,81.8167,301.55,74,86,3.92,LK,1667464349
456,makakilo city,21.3469,-158.0858,298.71,73,0,3.09,US,1667464350
457,ofaqim,31.3141,34.6203,297.43,52,0,1.52,IL,1667464350
458,groningen,53.25,6.75,285.46,81,100,5.66,NL,1667464351
459,stettler,52.3168,-112.7186,265.01,100,99,7.2,CA,1667464351
460,plettenberg bay,-34.0527,23.3716,295.22,68,32,3.29,ZA,1667464352
461,la ronge,55.1001,-105.2842,268.29,93,100,7.2,CA,1667463947
462,kyren,51.6828,102.1408,272.88,75,23,0.47,RU,1667464353
463,lewiston,44.1003,-70.2148,281.14,72,38,0.45,US,1667464354
464,le vauclin,14.5452,-60.8388,297.18,94,75,1.54,MQ,1667464354
465,morros,-9.4467,-46.3003,294.91,90,99,1.83,BR,1667464355
466,san cristobal,7.7669,-72.225,291.61,99,100,1.55,VE,1667463922
467,tingo maria,-9.2895,-76.0088,288.52,93,81,0.72,PE,1667464356
468,muravlenko,63.7898,74.523,263.75,90,69,6.17,RU,1667464356
469,esil,51.9556,66.4042,275.33,95,100,5.93,KZ,1667464357
470,luganville,-15.5333,167.1667,299.47,79,12,1.77,VU,1667464357
471,hervey bay,-25.2986,152.8535,292.67,51,3,5.87,AU,1667464358
472,itoman,26.1247,127.6694,299.58,70,20,6.17,JP,1667464358
473,lompoc,34.6391,-120.4579,283.23,95,75,4.63,US,1667464359
474,bowen,-20.0167,148.2333,297.75,63,2,6.76,AU,1667464360
475,quatre cocos,-20.2078,57.7625,300.21,66,7,5.38,MU,1667464360
476,mimongo,-1.6195,11.6068,296.45,88,100,1.31,GA,1667464361
477,portmore,17.9702,-76.8672,299.13,78,20,3.09,JM,1667464361
478,mocuba,-16.8392,36.9856,306.11,43,52,1.54,MZ,1667463924
479,cihuatlan,19.2366,-104.5651,296.68,94,35,1.53,MX,1667464362
480,ternate,0.8,127.4,302.41,70,69,1.58,ID,1667464016
481,heze,35.2431,115.4411,287.51,55,100,6.78,CN,1667464363
482,chapais,49.7834,-74.8492,277.03,68,100,4.72,CA,1667464363
483,genhe,50.7833,121.5167,260.35,89,0,1.43,CN,1667464364
484,skibbereen,51.55,-9.2667,281.54,84,99,6.17,IE,1667464365
485,tashtagol,52.7657,87.8894,278.12,55,99,1.05,RU,1667464365
486,sosnovo-ozerskoye,52.5249,111.5418,267.11,53,69,3.86,RU,1667464366
487,san carlos de bariloche,-41.1456,-71.3082,286.73,33,0,4.63,AR,1667464201
488,baruun-urt,46.6806,113.2792,270.67,44,0,3.79,MN,1667464367
489,ulaanbaatar,47.9077,106.8832,270.22,54,0,0.0,MN,1667464080
490,nhulunbuy,-12.2333,136.7667,303.49,62,81,6.17,AU,1667464368
491,pakxan,18.3778,103.6601,301.47,50,5,2.16,LA,1667464369
492,puerto escondido,15.85,-97.0667,298.54,77,13,2.0,MX,1667464370
493,pasighat,28.0667,95.3333,298.51,54,100,1.11,IN,1667464370
494,ondo,7.1,4.8333,302.39,63,12,1.24,NG,1667464371
495,solnechnyy,50.7214,136.6319,269.23,76,78,2.72,RU,1667464371
496,hami,42.8,93.45,286.99,25,0,1.3,CN,1667464372
497,ngunguru,-35.6167,174.5,290.1,97,100,2.43,NZ,1667464372
498,charlestown,-32.95,151.6667,291.33,66,74,0.45,AU,1667464373
499,el alto,-4.2714,-81.2147,290.74,72,99,6.2,PE,1667464374
500,ukiah,39.1502,-123.2078,279.22,90,0,1.54,US,1667464375
501,carlsbad,33.1581,-117.3506,289.35,73,75,10.28,US,1667464375
502,cedar city,37.6775,-113.0619,271.7,93,100,0.0,US,1667464232
503,maarianhamina,60.0973,19.9348,281.07,100,100,3.09,AX,1667464376
504,milledgeville,33.0801,-83.2321,288.23,89,20,0.0,US,1667464377
505,cayenne,4.9333,-52.3333,297.17,94,100,0.0,GF,1667464377
506,saiha,22.4833,92.9667,301.68,46,7,1.89,IN,1667464378
507,punta de bombon,-17.1717,-71.7931,290.25,86,99,2.65,PE,1667464379
508,moron,-34.6534,-58.6198,290.01,63,0,0.59,AR,1667464380
509,troitskoye,52.9821,84.6757,276.8,97,100,2.96,RU,1667464380
510,petauke,-14.2426,31.3253,304.64,28,51,3.49,ZM,1667464381
511,comodoro rivadavia,-45.8667,-67.5,282.07,87,0,1.54,AR,1667464381
512,banjar,-8.19,114.9675,302.02,77,93,0.53,ID,1667464382
513,marang,5.2056,103.2059,302.1,86,100,2.45,MY,1667464382
514,tecoanapa,16.5167,-98.75,297.13,88,0,1.84,MX,1667464383
515,hovd,48.0056,91.6419,275.66,46,7,1.88,MN,1667464003
516,port hawkesbury,45.6169,-61.3485,279.36,61,75,8.49,CA,1667464384
517,kununurra,-15.7667,128.7333,312.14,29,98,2.57,AU,1667464008
518,dobrinka,52.1653,40.4731,275.62,68,28,4.02,RU,1667464385
519,gao,16.6362,1.637,302.02,12,2,7.35,ML,1667464385
520,huambo,-12.7761,15.7392,292.42,79,98,1.62,AO,1667464386
521,banda aceh,5.5577,95.3222,300.74,78,81,3.89,ID,1667464207
522,kaoma,-14.7833,24.8,297.93,59,95,4.05,ZM,1667464387
523,gobabis,-22.45,18.9667,302.42,27,5,6.15,NA,1667464213
524,san policarpo,12.1791,125.5072,301.3,79,68,3.24,PH,1667464388
525,japura,-0.3167,102.35,300.9,86,98,1.2,ID,1667464388
526,rutul,41.5357,47.4239,283.34,53,47,3.11,RU,1667464389
527,stornoway,58.2093,-6.3865,280.89,83,20,6.17,GB,1667464389
528,limbe,4.0242,9.2149,299.82,81,99,2.18,CM,1667464390
529,moundsville,39.9203,-80.7431,285.38,97,75,0.62,US,1667464390
530,kandava,57.0409,22.7747,282.85,86,41,2.93,LV,1667464391
531,chulman,56.8479,124.9104,252.14,100,45,0.29,RU,1667464392
532,yaritagua,10.08,-69.1261,294.04,97,100,2.87,VE,1667464392
533,mordovo,52.0834,40.77,275.76,69,33,4.26,RU,1667464393
534,la asuncion,11.0333,-63.8628,300.0,94,99,2.57,VE,1667464393
535,rouvroy,50.3925,2.904,285.87,75,100,7.99,FR,1667464395
536,poplar bluff,36.757,-90.3929,286.0,93,0,0.0,US,1667464395
537,kambove,-10.8764,26.5969,300.68,41,63,2.62,CD,1667464396
538,portland,45.5234,-122.6762,279.79,93,99,1.34,US,1667464396
539,dali,25.7,100.1833,292.82,40,0,2.27,CN,1667464397
540,inuvik,68.3499,-133.7218,259.63,78,100,5.14,CA,1667464398
541,vagur,61.4732,-6.8119,281.77,92,100,12.93,FO,1667464398
542,pakhtakoron,40.1571,68.7466,291.6,50,56,5.85,TJ,1667464399
543,ust-nera,64.5667,143.2,249.61,99,98,1.81,RU,1667464400
544,sobolevo,54.4299,31.8996,279.47,89,100,0.51,RU,1667463940
545,rawson,-43.3002,-65.1023,287.11,57,0,5.65,AR,1667464401
546,tuatapere,-46.1333,167.6833,280.75,85,63,3.82,NZ,1667464401
547,san lorenzo,-25.3333,-57.5333,285.67,67,0,2.06,PY,1667464402
548,taungdwingyi,20.0167,95.55,304.55,42,16,2.54,MM,1667464402
549,sept-iles,50.2001,-66.3821,274.85,62,75,4.12,CA,1667464024
550,mahalapye,-23.1041,26.8142,296.22,56,91,4.44,BW,1667464403
551,bahia blanca,-38.7196,-62.2724,287.49,42,0,3.41,AR,1667464404
552,srandakan,-7.9386,110.2506,300.79,82,100,5.36,ID,1667464405
553,paraiso,9.8383,-83.8656,290.6,82,100,0.48,CR,1667464405
554,shimoda,34.6667,138.95,292.1,70,0,7.69,JP,1667464276
555,atar,20.5169,-13.0499,297.19,11,0,3.47,MR,1667463994
556,aksarka,66.5606,67.7975,264.35,84,100,1.5,RU,1667464406
557,ucluelet,48.9329,-125.5528,279.31,92,100,1.64,CA,1667464407
558,manavalakurichi,8.1333,77.3,301.61,70,100,3.26,IN,1667464407
